City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking,Basement,Exterior,Fireplace,Heating,Flooring,Roof,Waterfront,Sewer,Pool,Garden,Balcony
Nanaimo,BC,49.1373193,-123.9461834,699000.0,3.0,3.0,0.0,Single Family,1423.0,Yes,No,No basement,,Yes,radiant,carpet,asphalt,No,municipal,No,Yes,No
Nanaimo,BC,49.2160609,-124.0412377,980000.0,5.0,3.0,0.15,Single Family,2610.0,Yes,Yes,,,Yes,radiant,carpet,fiberglass,No,municipal,No,Yes,Yes
Nanaimo,BC,49.1668607,-123.9326127,699900.0,2.0,2.0,0.0,Condo,1409.0,No,Yes,,,Yes,radiant,,,Yes,municipal,No,No,No
Gabriola Island,BC,49.173812,-123.798767,800000.0,3.0,2.0,0.61,Single Family,1414.0,Yes,Yes,No basement,,Yes,heat pump,other,metal,No,septic,No,No,Yes
Nanaimo,BC,49.2255181,-124.0442107,489900.0,2.0,2.0,0.0,Townhome,973.0,No,No,,,Yes,radiant,other,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.1401923,-123.95091,735000.0,3.0,2.0,0.23,Single Family,1409.0,Yes,Yes,No basement,,No,heat pump,,fiberglass,No,none,No,No,Yes
Nanaimo,BC,49.176227,-123.953628,449900.0,3.0,2.0,0.0,Townhome,1026.0,No,No,,,No,radiant,,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.2348592,-124.0360374,529900.0,3.0,2.0,0.0,Townhome,1216.0,No,Yes,,,Yes,radiant,laminate,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.1786436,-123.9444295,615000.0,2.0,2.0,0.0,Condo,1374.0,No,Yes,,,Yes,radiant,,,No,municipal,No,No,Yes
Nanaimo,BC,49.1464,-123.9388602,824900.0,3.0,2.0,0.16,Single Family,1554.0,Yes,Yes,No basement,,Yes,forced air,,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1794573,-124.0039176,2048000.0,3.0,3.0,7.46,Single Family,1418.0,Yes,Yes,Partial,,No,heat pump,tile,asphalt,No,septic,No,Yes,Yes
Nanaimo,BC,49.1754924,-123.9524324,314900.0,2.0,1.0,0.0,Condo,888.0,No,Yes,,,No,radiant,other,,No,municipal,No,No,Yes
Nanaimo,BC,49.2123878,-123.9823427,859900.0,4.0,3.0,0.0,Townhome,2012.0,Yes,No,,,Yes,forced air,other,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.2325373,-123.9850431,500000.0,2.0,2.0,0.0,Condo/Townhome,1189.0,No,No,,,Yes,radiant,,,No,municipal,No,No,No
Nanaimo,BC,49.2236471,-124.0275475,989900.0,4.0,3.0,0.09,Single Family,2151.0,Yes,No,Finished,,Yes,forced air,,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.2215739,-124.0181398,709900.0,4.0,3.0,0.21,Duplex,2001.0,Yes,No,Finished,,No,radiant,other,asphalt,Yes,municipal,No,Yes,No
Nanaimo,BC,49.2283018,-123.9759476,1498000.0,5.0,4.0,0.2,Single Family,3175.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.2122796,-124.0056311,599000.0,3.0,3.0,0.16,Duplex,1632.0,Yes,No,Finished,,No,forced air,other,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2204605,-123.9506517,1879000.0,6.0,4.0,0.4,Single Family,3204.0,Yes,Yes,No basement,,Yes,forced air,carpet,asphalt,No,municipal,Yes,Yes,Yes
Nanaimo,BC,49.2308546,-123.9827615,464000.0,3.0,2.0,0.0,Townhome,1145.0,No,No,,,No,radiant,laminate,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2109986,-123.9460437,2995000.0,5.0,5.0,0.39,Single Family,4259.0,Yes,Yes,Finished,,Yes,heat pump,wood,asphalt,Yes,municipal,No,Yes,Yes
Nanaimo,BC,49.2003124,-124.0031968,709999.0,3.0,3.0,0.0,Condo/Townhome,1973.0,Yes,No,,,No,radiant,carpet,,No,municipal,No,No,Yes
Nanaimo,BC,49.161851,-123.953367,849900.0,3.0,2.0,0.35,Single Family,1427.0,Yes,Yes,Finished,,Yes,forced air,other,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.1138436,-123.8714203,748000.0,4.0,2.0,0.16,Single Family,1965.0,No,Yes,Finished,,Yes,heat pump,wood,asphalt,No,septic,No,Yes,Yes
Nanaimo,BC,49.171029,-123.9563017,350000.0,1.0,1.0,0.0,Condo/Townhome,762.0,No,No,,,No,radiant,,,No,municipal,No,No,No
Nanaimo,BC,49.1718643,-123.9452101,420000.0,2.0,2.0,0.0,Condo,950.0,No,Yes,,,Yes,radiant,other,,No,municipal,No,No,No
Nanaimo,BC,49.1784476,-123.9574503,629900.0,3.0,1.0,0.12,Single Family,1394.0,Yes,No,Finished,,No,forced air,laminate,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.18438,-123.96364,749900.0,4.0,2.0,0.17,Single Family,1897.0,Yes,No,Finished,,Yes,radiant,other,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.1363829,-123.9463869,829900.0,6.0,3.0,0.1,Duplex,2386.0,Yes,No,Finished,,Yes,forced air,tile,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.2375604,-124.0110678,1425000.0,6.0,5.0,0.26,Single Family,3893.0,Yes,No,Finished,,Yes,forced air,,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2095501,-124.0025764,399900.0,2.0,1.0,0.0,Condo,919.0,No,Yes,,,No,radiant,other,,No,municipal,No,No,Yes
Nanaimo,BC,49.1081941,-123.9252604,799900.0,4.0,2.0,0.43,Single Family,2022.0,Yes,Yes,Finished,,Yes,forced air,tile,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.1073616,-123.8505866,950000.0,5.0,3.0,0.27,Single Family,2702.0,No,Yes,Finished,,No,forced air,carpet,fiberglass,No,septic,No,Yes,Yes
Nanaimo,BC,49.16941,-123.938651,474900.0,1.0,1.0,0.0,Condo,633.0,No,Yes,,,Yes,radiant,other,,No,municipal,No,No,Yes
Nanaimo,BC,49.13837982,-123.94157013,1099000.0,6.0,4.0,0.15,Single Family,3101.0,No,No,,,Yes,forced air,,,No,none,No,No,No
Nanaimo,BC,49.1868274,-123.9593005,359700.0,2.0,2.0,0.0,Condo,1007.0,No,Yes,,,Yes,radiant,other,,No,municipal,No,No,No
Nanaimo,BC,49.2194066,-123.9547126,1149000.0,4.0,3.0,0.17,Single Family,2514.0,Yes,No,,,Yes,forced air,carpet,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.138379,-123.94157,1099000.0,6.0,4.0,0.15,Single Family,2751.0,Yes,No,Finished,,Yes,forced air,,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.1831402,-123.9832753,384900.0,1.0,1.0,0.0,Condo,592.0,No,No,,,No,radiant,other,,No,municipal,No,No,No
Nanaimo,BC,49.2118594,-124.0130461,825000.0,3.0,3.0,0.21,Single Family,2345.0,Yes,Yes,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1845962,-123.9479344,1195000.0,7.0,5.0,0.16,Single Family,3200.0,Yes,Yes,Finished,,Yes,forced air,,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.13968803,-123.95266524,429000.0,3.0,1.0,0.0,Condo,1245.0,No,No,,,No,radiant,,,No,none,No,No,No
Nanaimo,BC,49.2235905,-124.0303127,230000.0,1.0,1.0,0.0,Condo,809.0,No,No,,,No,radiant,,,No,municipal,No,No,No
Nanaimo,BC,49.1725908,-123.9902383,955000.0,5.0,4.0,0.18,Single Family,3083.0,Yes,Yes,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.169733,-123.9644422,1199000.0,4.0,3.0,0.11,Single Family,1987.0,Yes,No,No basement,,Yes,radiant,other,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.139688,-123.952665,429000.0,3.0,1.0,0.03,Townhome,1245.0,No,Yes,,,No,radiant,other,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.146814,-123.9586896,559900.0,3.0,2.0,0.0,Townhome,1451.0,No,No,,,No,radiant,,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.2241743,-124.0297728,799999.0,4.0,3.0,0.1,Single Family,2002.0,Yes,No,,,Yes,forced air,other,asphalt,No,municipal,No,Yes,Yes
Lantzville,BC,49.2337175,-124.0820149,1950000.0,2.0,3.0,2.47,Single Family,2570.0,Yes,Yes,No basement,,Yes,heat pump,wood,metal,No,septic,Yes,No,No
Nanaimo,BC,49.1657295,-123.9969643,1149000.0,5.0,3.0,0.17,Single Family,2719.0,Yes,No,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1729032,-123.9462711,349900.0,1.0,1.0,0.0,Condo,540.0,No,No,,,No,radiant,other,,Yes,municipal,No,No,Yes
Nanaimo,BC,49.2152934,-124.0233341,529000.0,2.0,2.0,0.0,Condo,981.0,No,Yes,,,No,radiant,,,No,municipal,No,No,No
Nanaimo,BC,49.2263217,-123.9618605,1575000.0,5.0,6.0,0.29,Single Family,3008.0,Yes,Yes,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.187394,-123.969121,679000.0,4.0,2.0,0.19,Single Family,1972.0,Yes,Yes,Finished,,Yes,forced air,,asphalt,No,municipal,No,No,No
Gabriola Island,BC,49.191272,-123.868386,1545000.0,1.0,1.0,0.29,Single Family,805.0,No,Yes,No basement,,Yes,heat pump,,metal,Yes,septic,No,Yes,Yes
Nanaimo,BC,49.2261692,-123.9615241,1825000.0,6.0,6.0,0.29,Single Family,3515.0,Yes,Yes,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.230599,-123.982161,1199999.0,6.0,4.0,0.13,Single Family,3225.0,Yes,No,,,Yes,forced air,laminate,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1624425,-123.9356315,429000.0,2.0,2.0,0.0,Condo,1013.0,No,No,,,Yes,radiant,,,No,municipal,No,No,No
Nanaimo,BC,49.227974,-124.0214959,774900.0,3.0,2.0,0.0,Townhome,2129.0,Yes,No,,,Yes,heat pump,,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.1506432,-123.9464285,749900.0,4.0,2.0,0.13,Single Family,1890.0,Yes,Yes,No basement,,Yes,forced air,laminate,asphalt,No,municipal,No,Yes,No
Nanaimo,BC,49.230435,-124.036569,575000.0,2.0,2.0,0.03,Townhome,1577.0,Yes,Yes,,,Yes,forced air,other,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.2078075,-124.0031298,300000.0,2.0,1.0,0.0,Condo,1007.0,No,No,,,No,radiant,other,,No,municipal,No,No,No
Nanaimo,BC,49.19436,-124.053607,1427900.0,4.0,4.0,5.0,Single Family,1928.0,Yes,Yes,No basement,,Yes,heat pump,other,asphalt,No,septic,No,No,No
Nanaimo,BC,49.2313541,-124.0014632,840000.0,3.0,4.0,0.0,Townhome,2380.0,Yes,No,,,Yes,forced air,carpet,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.1674464,-123.9327382,649900.0,2.0,2.0,0.0,Condo,1115.0,No,Yes,,,Yes,radiant,,,Yes,municipal,No,No,No
Nanaimo,BC,49.2285368,-123.9915652,1375000.0,5.0,3.0,0.15,Single Family,2756.0,Yes,No,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.2134443,-123.9906257,619900.0,2.0,2.0,0.12,Single Family,1120.0,Yes,Yes,No basement,,Yes,heat pump,other,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.1384753,-123.9344677,788000.0,3.0,3.0,0.1,Single Family,1534.0,Yes,No,No basement,,No,radiant,wood,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.1655947,-124.0001035,349900.0,2.0,2.0,0.0,Manufactured Home,1242.0,Yes,Yes,,,No,forced air,other,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.2135721,-124.0335596,489000.0,2.0,2.0,0.02,Townhome,1066.0,No,No,,,No,radiant,carpet,metal,No,municipal,No,No,No
Nanaimo,BC,49.1673303,-123.9378619,369900.0,1.0,1.0,0.0,Condo,546.0,No,Yes,,,No,radiant,,,No,municipal,No,No,No
Nanaimo,BC,49.2376231,-124.018323,1095900.0,4.0,3.0,0.29,Single Family,2696.0,No,No,Finished,,Yes,radiant,other,asphalt,No,municipal,Yes,No,Yes
Nanaimo,BC,49.2027894,-123.975386,579000.0,1.0,0.0,0.17,Single Family,664.0,No,No,No basement,,Yes,radiant,other,asphalt,No,municipal,No,Yes,No
Nanaimo,BC,49.2433239,-124.0515226,619900.0,2.0,2.0,0.0,Condo,1062.0,No,Yes,,,Yes,radiant,wood,,No,municipal,No,No,No
Nanaimo,BC,49.1536771,-123.9601207,884000.0,0.0,1.0,0.25,Single Family,968.0,No,No,No basement,,No,radiant,,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.2307011,-123.9885466,969000.0,3.0,4.0,0.39,Single Family,2218.0,Yes,No,Finished,,Yes,radiant,carpet,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.2157289,-123.9914959,639000.0,3.0,3.0,0.06,Single Family,1616.0,Yes,No,No basement,,Yes,radiant,carpet,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.1755651,-123.967044,239900.0,1.0,1.0,0.0,Condo,619.0,No,No,,,No,boiler,carpet,,No,municipal,No,No,No
Nanaimo,BC,49.1624425,-123.9356315,389900.0,2.0,2.0,0.0,Condo,1016.0,Yes,No,,,Yes,radiant,,,No,municipal,No,No,Yes
Nanaimo,BC,49.1501798,-123.9455158,219800.0,2.0,1.0,0.0,Manufactured Home,989.0,Yes,Yes,,,No,radiant,laminate,flat,No,municipal,No,No,No
Nanaimo,BC,49.1761375,-123.9490512,575000.0,3.0,2.0,0.18,Single Family,1750.0,Yes,Yes,No basement,,No,radiant,,asphalt,No,municipal,No,No,No
No City Value,BC,49.1452971,-123.9321855,899000.0,4.0,5.0,0.08,Single Family,2800.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Nanaimo,BC,49.2190272,-124.0351334,1049900.0,5.0,3.0,0.48,Single Family,2670.0,Yes,Yes,Finished,,Yes,forced air,carpet,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.127712,-123.922478,274900.0,3.0,2.0,0.0,Manufactured Home,1484.0,No,Yes,,,Yes,heat pump,other,flat,No,municipal,No,Yes,No
Nanaimo,BC,49.1998395,-123.9718374,1100000.0,5.0,2.0,0.54,Single Family,3151.0,Yes,Yes,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.166048,-124.002085,385000.0,1.0,1.0,0.09,Manufactured Home,528.0,No,No,,,Yes,forced air,other,asphalt,Yes,municipal,No,No,Yes
Nanaimo,BC,49.2389159,-124.0417951,749900.0,2.0,3.0,0.0,Townhome,1695.0,Yes,No,,,No,heat pump,carpet,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.2032388,-123.9722923,1450000.0,7.0,4.0,0.77,Single Family,2527.0,Yes,No,Finished,,Yes,radiant,wood,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.1689029,-123.9364888,434900.0,1.0,1.0,0.0,Condo,744.0,No,Yes,,,Yes,,wood,,Yes,municipal,No,No,Yes
Nanaimo,BC,49.1676674,-123.9380096,399000.0,1.0,1.0,0.0,Condo,653.0,No,Yes,,,Yes,radiant,,,No,municipal,No,No,Yes
Nanaimo,BC,49.100141,-123.8498989,945000.0,3.0,3.0,0.5,Single Family,1438.0,Yes,Yes,,,Yes,forced air,other,asphalt,No,septic,No,Yes,No
Nanaimo,BC,49.1483202,-123.9339523,579000.0,5.0,4.0,0.2,Single Family,2774.0,No,No,,,Yes,heat pump,,,No,none,No,No,No
Nanaimo,BC,49.1483202,-123.9339523,579000.0,5.0,4.0,0.2,Single Family,2218.0,Yes,Yes,Partial,,Yes,heat pump,other,asphalt,No,municipal,No,Yes,No
Nanaimo,BC,49.2236871,-124.0277126,995900.0,4.0,2.0,0.09,Single Family,2200.0,Yes,No,Finished,,Yes,,,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2136768,-123.9486947,1249900.0,7.0,4.0,0.24,Single Family,3270.0,Yes,No,Finished,,No,heat pump,other,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.145857,-123.933577,899000.0,5.0,5.0,0.08,Single Family,2800.0,Yes,No,Finished,,Yes,forced air,vinyl,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2279668,-123.9840295,1199000.0,3.0,3.0,0.56,Single Family,2363.0,Yes,Yes,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1544722,-123.9607305,799000.0,7.0,3.0,0.1,Single Family,2172.0,Yes,Yes,Finished,,Yes,radiant,,metal,No,municipal,No,Yes,Yes
Nanaimo,BC,49.2236329,-124.0406768,369000.0,2.0,2.0,0.02,Manufactured Home,924.0,Yes,Yes,,,Yes,forced air,other,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1554133,-123.9318096,469000.0,2.0,1.0,0.1,Single Family,948.0,No,No,Partial,,No,radiant,other,asphalt,No,municipal,No,Yes,No
Nanaimo,BC,49.2359825,-123.9840619,499900.0,2.0,2.0,0.0,Condo,1120.0,No,No,,,Yes,radiant,other,,No,municipal,No,No,Yes
Nanaimo,BC,49.160513,-123.976174,1200000.0,6.0,3.0,0.17,Single Family,3293.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1573343,-123.9365083,599900.0,1.0,2.0,0.11,Single Family,890.0,No,No,No basement,,Yes,radiant,wood,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2290366,-123.9737733,1399900.0,3.0,3.0,0.19,Single Family,3317.0,Yes,No,Finished,,Yes,forced air,wood,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.223401,-124.0443389,549900.0,2.0,3.0,0.03,Townhome,1296.0,Yes,No,,,Yes,radiant,other,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.238079,-124.0386248,650000.0,2.0,2.0,0.0,Condo,1260.0,No,Yes,,,Yes,radiant,other,,No,municipal,No,No,No
Nanaimo,BC,49.1792253,-123.9442589,559000.0,2.0,2.0,0.0,Condo,1141.0,No,Yes,,,Yes,radiant,,,Yes,municipal,No,No,Yes
Nanaimo,BC,49.0970172,-123.9209799,2195000.0,6.0,4.0,31.5,Single Family,5049.0,No,No,,,Yes,heat pump,,,No,none,No,No,No
Nanaimo,BC,49.2379092,-123.9882713,1620000.0,4.0,4.0,0.22,Single Family,3563.0,Yes,No,Finished,,Yes,heat pump,carpet,other,No,municipal,No,Yes,Yes
Nanaimo,BC,49.0970172,-123.9209799,2195000.0,6.0,4.0,31.57,Single Family,5049.0,Yes,No,Partial,,Yes,heat pump,wood,asphalt,No,septic,No,Yes,No
Nanaimo,BC,49.138539,-123.943113,989900.0,6.0,4.0,0.15,Single Family,2827.0,Yes,Yes,Finished,,Yes,forced air,,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2328953,-124.0472544,519900.0,2.0,1.0,0.0,Condo,889.0,No,No,,,Yes,radiant,other,,No,municipal,No,No,No
Nanaimo,BC,49.1653725,-124.0030326,399900.0,1.0,1.0,0.05,Manufactured Home,556.0,No,Yes,,,No,forced air,,metal,Yes,municipal,No,No,Yes
Nanaimo,BC,49.223829,-124.017284,1119900.0,5.0,4.0,0.1,Single Family,2553.0,Yes,No,No basement,,Yes,forced air,other,fiberglass,No,municipal,No,Yes,No
Nanaimo,BC,49.1893257,-123.9562435,839900.0,5.0,2.0,0.17,Single Family,2364.0,Yes,Yes,Finished,,Yes,forced air,other,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1595574,-123.9763813,925000.0,3.0,3.0,0.18,Single Family,1812.0,Yes,No,No basement,,Yes,forced air,carpet,asphalt,No,municipal,No,Yes,Yes
Gabriola Island,BC,49.200307,-123.819146,1299900.0,2.0,2.0,0.41,Single Family,2016.0,Yes,No,,,Yes,heat pump,other,metal,Yes,septic,No,No,Yes
Nanaimo,BC,49.2015387,-124.0277668,715000.0,4.0,2.0,0.21,Duplex,1626.0,No,No,No basement,,No,radiant,other,asphalt,No,municipal,Yes,Yes,No
Nanaimo,BC,49.2324724,-124.0144752,1049000.0,5.0,4.0,0.21,Single Family,2628.0,Yes,No,Finished,,Yes,radiant,tile,fiberglass,No,municipal,No,Yes,No
Nanaimo,BC,49.2034201,-124.0340371,1099000.0,4.0,4.0,0.15,Single Family,3026.0,Yes,Yes,No basement,,Yes,heat pump,,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.184826,-123.9751353,789000.0,4.0,3.0,0.19,Single Family,2042.0,Yes,Yes,Finished,,Yes,forced air,,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.2347739,-123.9826475,1179900.0,5.0,3.0,0.16,Single Family,3014.0,Yes,Yes,Finished,,Yes,forced air,other,fiberglass,No,municipal,No,Yes,No
Gabriola Island,BC,49.14541,-123.771789,1278000.0,3.0,3.0,2.71,Single Family,1985.0,Yes,No,No basement,,Yes,radiant,vinyl,metal,No,septic,No,Yes,Yes
Nanaimo,BC,49.1038055,-123.858086,949900.0,11.0,6.0,1.2,Duplex,4392.0,No,No,Finished,,Yes,,other,fiberglass,No,septic,No,No,No
Nanaimo,BC,49.2037462,-124.0360669,1185000.0,6.0,4.0,0.14,Single Family,3494.0,Yes,No,No basement,,Yes,forced air,other,fiberglass,No,municipal,No,Yes,No
Nanaimo,BC,49.2046137,-124.0448081,515000.0,2.0,2.0,0.0,Single Family,1154.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Nanaimo,BC,49.2328953,-124.0472544,539900.0,2.0,1.0,0.0,Condo,1154.0,No,Yes,,,No,radiant,other,,No,municipal,No,No,Yes
Nanaimo,BC,49.2226605,-124.0469721,869900.0,3.0,3.0,0.21,Single Family,2111.0,Yes,Yes,No basement,,Yes,forced air,,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.1785077,-124.0228305,1999900.0,4.0,3.0,2.48,Single Family,3112.0,Yes,Yes,No basement,,Yes,heat pump,,asphalt,No,septic,No,No,No
Nanaimo,BC,49.2046137,-124.0448081,515000.0,2.0,2.0,0.0,Manufactured Home,1154.0,Yes,No,,,Yes,forced air,,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.2176072,-123.9636986,1139000.0,3.0,3.0,0.11,Single Family,2520.0,Yes,No,Finished,,Yes,forced air,other,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.2175048,-123.9636143,1149000.0,3.0,3.0,0.11,Single Family,2520.0,Yes,No,Finished,,Yes,forced air,other,fiberglass,No,municipal,No,Yes,Yes
Nanaimo,BC,49.1673691,-123.9460625,998000.0,6.0,3.0,0.0,Single Family,3090.0,No,No,Finished,,Yes,forced air,wood,fiberglass,No,municipal,No,Yes,No
Nanaimo,BC,49.2152027,-124.0200166,765000.0,3.0,2.0,0.2,Single Family,1197.0,Yes,No,No basement,,Yes,radiant,laminate,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1848517,-123.982162,349900.0,2.0,1.0,0.0,Condo,881.0,No,Yes,,,No,radiant,other,,No,municipal,No,No,Yes
Nanaimo,BC,49.2201298,-123.9547929,1999900.0,3.0,4.0,0.15,Single Family,3596.0,Yes,No,Finished,,Yes,forced air,wood,metal,No,municipal,Yes,No,Yes
Nanaimo,BC,49.2169261,-123.9986058,365000.0,1.0,1.0,0.0,Condo/Townhome,906.0,No,No,,,No,radiant,other,,No,municipal,No,No,Yes
Lantzville,BC,49.2430539,-124.0774501,309900.0,2.0,1.0,0.0,Manufactured Home,866.0,No,No,,,No,forced air,other,fiberglass,No,municipal,No,No,Yes
Nanaimo,BC,49.167816,-123.937867,385000.0,1.0,1.0,0.0,Condo,646.0,No,Yes,,,Yes,radiant,vinyl,,No,municipal,No,No,Yes
Nanaimo,BC,49.2236329,-124.0406768,189900.0,2.0,1.0,0.0,Manufactured Home,894.0,No,No,,,Yes,radiant,other,flat,No,municipal,No,Yes,No
Nanaimo,BC,49.2391322,-124.0384984,949000.0,3.0,3.0,0.19,Single Family,2275.0,Yes,No,No basement,,Yes,radiant,wood,asphalt,No,municipal,No,Yes,No
Nanaimo,BC,49.1902388,-123.9693465,789000.0,4.0,3.0,0.41,Single Family,1820.0,No,Yes,Finished,,Yes,forced air,vinyl,fiberglass,No,municipal,No,No,No
Nanaimo,BC,49.1564132,-123.9354861,629000.0,3.0,4.0,0.03,Townhome,1521.0,Yes,Yes,,,No,radiant,,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.1668607,-123.9326127,749000.0,2.0,2.0,0.0,Condo,1189.0,No,Yes,,,Yes,radiant,carpet,,No,municipal,No,No,No
Nanaimo,BC,49.1754924,-123.9524324,259900.0,1.0,1.0,0.0,Condo,641.0,No,No,,,No,radiant,other,,No,municipal,No,No,Yes
Nanaimo,BC,49.2119474,-123.946794,1649000.0,5.0,5.0,0.32,Single Family,5274.0,Yes,Yes,Finished,,Yes,forced air,wood,metal,No,municipal,No,No,Yes
Nanaimo,BC,49.232747,-123.989658,1089000.0,6.0,4.0,0.1,Single Family,2687.0,No,No,Finished,,Yes,forced air,tile,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.2370627,-124.031474,839000.0,3.0,3.0,0.0,Townhome,1888.0,Yes,No,,,Yes,forced air,wood,asphalt,No,municipal,No,No,Yes
Nanaimo,BC,49.197561,-123.998545,749000.0,5.0,3.0,0.15,Duplex,2118.0,Yes,No,Finished,,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.197659,-123.998566,749000.0,5.0,3.0,0.15,Duplex,2040.0,Yes,No,Finished,,Yes,forced air,,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.1689029,-123.9364888,799999.0,2.0,2.0,0.0,Condo,1075.0,No,Yes,,,Yes,,,,No,municipal,No,No,No
Nanaimo,BC,49.2218078,-123.9517444,1495000.0,6.0,6.0,0.45,Single Family,4587.0,Yes,Yes,No basement,,Yes,forced air,wood,flat,No,municipal,No,No,No
Nanaimo,BC,49.0880428,-123.8887801,1399000.0,3.0,2.0,1.78,Single Family,2275.0,Yes,No,Partial,,No,radiant,,asphalt,No,septic,No,No,No
Nanaimo,BC,49.1631433,-123.9361466,299900.0,2.0,1.0,0.0,Condo,708.0,No,Yes,,,No,radiant,laminate,,No,municipal,No,No,Yes
Gabriola Island,BC,49.176184,-123.794194,1075000.0,3.0,2.0,0.37,Single Family,1532.0,No,No,No basement,,Yes,heat pump,other,fiberglass,No,septic,No,No,No
Nanaimo,BC,49.1632171,-123.945866,599000.0,0.0,1.0,0.21,Single Family,1758.0,No,No,No basement,,No,,,asphalt,No,municipal,No,No,No
Nanaimo,BC,49.2094233,-124.0034083,349500.0,2.0,1.0,0.0,Condo,744.0,No,No,,,No,radiant,other,,No,municipal,No,No,No
Nanaimo,BC,49.1300804,-123.9148114,349900.0,2.0,1.0,0.0,Manufactured Home,959.0,No,No,,,No,heat pump,laminate,asphalt,No,municipal,No,Yes,Yes
Nanaimo,BC,49.1797871,-123.9474675,339900.0,2.0,1.0,0.0,Condo,1156.0,No,Yes,,,No,radiant,carpet,,No,municipal,No,No,Yes
Nanaimo,BC,49.188533,-123.9850663,799000.0,5.0,2.0,0.18,Single Family,2300.0,Yes,Yes,Finished,,Yes,forced air,,asphalt,No,municipal,No,No,No
